
>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]

>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]

>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]

>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]

>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]
Matching thres: 0.2  Save to: None

>>>>Eval hpatches: task=homography method=GeoFormer_geoformer_noms scale_H=True rthres=15
>>Finished, pairs=133 match_failed=0 matches=4237.4 match_time=0.33s
==== Homography Estimation ====
Hest solver=cv est_failed=0 ransac_thres=15 inlier_rate=0.97

>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]
Matching thres: 0.2  Save to: None

>>>>Eval hpatches: task=homography method=GeoFormer_geoformer_noms scale_H=True rthres=15
>>Finished, pairs=133 match_failed=0 matches=4237.4 match_time=0.33s
==== Homography Estimation ====
Hest solver=cv est_failed=0 ransac_thres=15 inlier_rate=0.97

>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]
Matching thres: 0.2  Save to: None

>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]

Matching thres: 0.2

==========================================================================================
Pair ID         | MLE (pixels)    | Accuracy     | Matches     

>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]
Matching thres: 0.2  Save to: None

>>>>Eval hpatches: task=homography method=GeoFormer_geoformer_noms scale_H=True rthres=15
>>Finished, pairs=133 match_failed=0 matches=4237.4 match_time=0.33s
==== Homography Estimation ====
Hest solver=mle est_failed=0 ransac_thres=15 inlier_rate=0.99
MLE dist: s=2.4433 p=10.9408 a=6.2714 total=6.5518 m=5.9130

>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]
Matching thres: 0.2  Save to: None

>>>>Eval hpatches: task=homography method=GeoFormer_geoformer_noms scale_H=True rthres=15
>>Finished, pairs=134 match_failed=0 matches=4239.7 match_time=0.33s
==== Homography Estimation ====
Hest solver=cv est_failed=0 ransac_thres=15 inlier_rate=0.97

>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]
Matching thres: 0.2  Save to: None

>>>>Eval hpatches: task=homography method=GeoFormer_geoformer_noms scale_H=True rthres=15
>>Finished, pairs=134 match_failed=0 matches=4239.7 match_time=0.33s
==== Homography Estimation ====
Hest solver=mle est_failed=0 ransac_thres=15 inlier_rate=0.99
MLE dist: s=2.4154 p=11.1895 a=6.6417 total=6.7489 m=6.0654

>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]
Matching thres: 0.2  Save to: None

>>>>Eval hpatches: task=homography method=GeoFormer_geoformer_noms scale_H=True rthres=15
>>Finished, pairs=134 match_failed=0 matches=4239.7 match_time=0.33s
==== Homography Estimation ====
Hest solver=cv est_failed=0 ransac_thres=15 inlier_rate=0.97

>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]
Matching thres: 0.2  Save to: None

>>>>Eval hpatches: task=homography method=GeoFormer_geoformer_noms scale_H=True rthres=15
>>Finished, pairs=134 match_failed=0 matches=4239.7 match_time=0.33s
==== Homography Estimation ====
Hest solver=mle est_failed=0 ransac_thres=15 inlier_rate=0.99
MLE dist: s=2.4112 p=11.1534 a=6.3281 total=6.6309 m=6.0172

>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]
Matching thres: 0.2  Save to: None

>>>>Eval hpatches: task=homography method=GeoFormer_geoformer_noms scale_H=True rthres=15
>>Finished, pairs=134 match_failed=0 matches=4239.7 match_time=0.33s
==== Homography Estimation ====
Hest solver=cv est_failed=0 ransac_thres=15 inlier_rate=0.97

>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]
Matching thres: 0.2  Save to: None

>>>>Eval hpatches: task=homography method=GeoFormer_geoformer_noms scale_H=True rthres=15
>>Finished, pairs=134 match_failed=0 matches=4239.7 match_time=0.33s
==== Homography Estimation ====
Hest solver=mle est_failed=0 ransac_thres=15 inlier_rate=0.99
MLE dist: s=2.3923 p=11.2586 a=6.6933 total=6.7814 m=6.0838

>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]
Matching thres: 0.2  Save to: None

>>>>Eval hpatches: task=homography method=GeoFormer_geoformer_noms scale_H=True rthres=15
>>Finished, pairs=134 match_failed=0 matches=4239.7 match_time=0.33s
==== Homography Estimation ====
Hest solver=cv est_failed=0 ransac_thres=15 inlier_rate=0.97

============================================================
Runtime Statistics for threshold 0.2:
  Total images processed: 134
  Average time per image: 0.3282s
  Min time per image: 0.2229s
  Max time per image: 0.8235s
  Total matching time: 43.9803s
  Total threshold time: 44.6677s
  Overhead (non-matching): 0.6874s
============================================================


============================================================
Total runtime for method GeoFormer: 44.6707s (0.74 min)
============================================================


>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]
Matching thres: 0.2  Save to: None

>>>>Eval hpatches: task=homography method=GeoFormer_geoformer_noms scale_H=True rthres=15
>>Finished, pairs=134 match_failed=0 matches=4239.7 match_time=0.33s
==== Homography Estimation ====
Hest solver=mle est_failed=0 ransac_thres=15 inlier_rate=0.99
MLE dist: s=2.4749 p=11.2334 a=6.4691 total=6.7258 m=6.0950

============================================================
Runtime Statistics for threshold 0.2:
  Total images processed: 134
  Average time per image: 0.3268s
  Min time per image: 0.2205s
  Max time per image: 0.8181s
  Total matching time: 43.7904s
  Total threshold time: 44.8188s
  Overhead (non-matching): 1.0284s
============================================================


============================================================
Total runtime for method GeoFormer: 44.8217s (0.75 min)
============================================================


>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]
Matching thres: 0.2  Save to: None

>>>>Eval hpatches: task=homography method=GeoFormer_geoformer_noms scale_H=True rthres=15
>>Finished, pairs=134 match_failed=0 matches=4239.7 match_time=0.34s
==== Homography Estimation ====
Hest solver=cv est_failed=0 ransac_thres=15 inlier_rate=0.97

============================================================
Runtime Statistics for threshold 0.2:
  Total images processed: 134
  Average time per image: 0.3400s
  Min time per image: 0.2264s
  Max time per image: 1.2973s
  Total matching time: 45.5542s
  Total threshold time: 46.9655s
  Overhead (non-matching): 1.4113s
============================================================


============================================================
Total runtime for method GeoFormer: 46.9688s (0.78 min)
============================================================


>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]
Matching thres: 0.2  Save to: None

>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]
Matching thres: 0.2  Save to: None

>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]
Matching thres: 0.2  Save to: None

>>>>Eval hpatches: task=homography method=GeoFormer_geoformer_noms scale_H=True rthres=15
>>Finished, pairs=134 match_failed=0 matches=4239.7 match_time=0.33s
==== Homography Estimation ====
Hest solver=cv est_failed=0 ransac_thres=15 inlier_rate=0.97

============================================================
Per-Image MLE Results for threshold 0.2:
============================================================
Image Pair                                            MLE Distance
-----------------------------------------------------------------
S10_2.jpg__S10_1.jpg                                        2.6752
P26_2.jpg__P26_1.jpg                                        9.8535
S67_2.jpg__S67_1.jpg                                        1.5945
S01_2.jpg__S01_1.jpg                                        2.8424
P09_2.jpg__P09_1.jpg                                       16.0812
P11_2.jpg__P11_1.jpg                                        9.7435
S17_2.jpg__S17_1.jpg                                        2.3023
S65_2.jpg__S65_1.jpg                                        1.7205
S52_2.jpg__S52_1.jpg                                        1.1415
S44_2.jpg__S44_1.jpg                                        2.7428
S02_2.jpg__S02_1.jpg                                        2.5145
S42_2.jpg__S42_1.jpg                                        4.4864
P28_2.jpg__P28_1.jpg                                       11.6628
S56_2.jpg__S56_1.jpg                                        3.9265
P02_2.jpg__P02_1.jpg                                        4.3982
S06_2.jpg__S06_1.jpg                                        2.3920
P43_2.jpg__P43_1.jpg                                       10.4488
S33_2.jpg__S33_1.jpg                                        1.5935
S55_2.jpg__S55_1.jpg                                        1.7332
P29_2.jpg__P29_1.jpg                                       10.1673
P31_2.jpg__P31_1.jpg                                       13.9206
S32_2.jpg__S32_1.jpg                                        3.2329
P15_2.jpg__P15_1.jpg                                       11.6723
A02_2.jpg__A02_1.jpg                                        9.3873
S25_2.jpg__S25_1.jpg                                        2.1700
S60_2.jpg__S60_1.jpg                                        2.3801
A07_2.jpg__A07_1.jpg                                        8.1760
A09_2.jpg__A09_1.jpg                                        7.4841
P16_2.jpg__P16_1.jpg                                       10.1185
A10_2.jpg__A10_1.jpg                                        4.0420
S27_2.jpg__S27_1.jpg                                        2.4379
S48_2.jpg__S48_1.jpg                                        1.9369
P12_2.jpg__P12_1.jpg                                       14.2542
S71_2.jpg__S71_1.jpg                                        4.8557
S69_2.jpg__S69_1.jpg                                        3.0760
S07_2.jpg__S07_1.jpg                                        1.1429
S24_2.jpg__S24_1.jpg                                        2.3780
S18_2.jpg__S18_1.jpg                                        2.3373
P27_2.jpg__P27_1.jpg                                       10.7251
S45_2.jpg__S45_1.jpg                                        2.9364
P20_2.jpg__P20_1.jpg                                       10.7757
S16_2.jpg__S16_1.jpg                                        2.4792
S03_2.jpg__S03_1.jpg                                        3.8119
S49_2.jpg__S49_1.jpg                                        2.4112
P47_2.jpg__P47_1.jpg                                        9.8934
S12_2.jpg__S12_1.jpg                                        1.7400
P49_2.jpg__P49_1.jpg                                       10.5638
P42_2.jpg__P42_1.jpg                                       10.3838
P34_2.jpg__P34_1.jpg                                       10.9820
P38_2.jpg__P38_1.jpg                                       12.8466
S28_2.jpg__S28_1.jpg                                        2.7399
S23_2.jpg__S23_1.jpg                                        2.5401
P01_2.jpg__P01_1.jpg                                        8.5523
S62_2.jpg__S62_1.jpg                                        2.6483
P14_2.jpg__P14_1.jpg                                       14.7204
A04_2.jpg__A04_1.jpg                                        3.7147
P33_2.jpg__P33_1.jpg                                        8.3788
P22_2.jpg__P22_1.jpg                                       11.8686
S57_2.jpg__S57_1.jpg                                        2.2909
S22_2.jpg__S22_1.jpg                                        2.1016
S13_2.jpg__S13_1.jpg                                        2.6275
S63_2.jpg__S63_1.jpg                                        2.7959
A11_2.jpg__A11_1.jpg                                        2.6640
P10_2.jpg__P10_1.jpg                                       13.8715
P46_2.jpg__P46_1.jpg                                       10.2243
P13_2.jpg__P13_1.jpg                                       11.2969
P30_2.jpg__P30_1.jpg                                       15.9430
S20_2.jpg__S20_1.jpg                                        2.2345
S38_2.jpg__S38_1.jpg                                        1.7239
S40_2.jpg__S40_1.jpg                                        2.8445
A13_2.jpg__A13_1.jpg                                        5.6951
S34_2.jpg__S34_1.jpg                                        1.7857
S51_2.jpg__S51_1.jpg                                        0.9816
S68_2.jpg__S68_1.jpg                                        1.3187
P25_2.jpg__P25_1.jpg                                        9.1667
S14_2.jpg__S14_1.jpg                                        1.7717
S26_2.jpg__S26_1.jpg                                        2.0745
P08_2.jpg__P08_1.jpg                                       10.2623
P44_2.jpg__P44_1.jpg                                       10.3212
S15_2.jpg__S15_1.jpg                                        1.8617
S66_2.jpg__S66_1.jpg                                        2.6945
S09_2.jpg__S09_1.jpg                                        1.5211
S64_2.jpg__S64_1.jpg                                        2.4099
P03_2.jpg__P03_1.jpg                                        8.8596
S35_2.jpg__S35_1.jpg                                        1.8138
P07_2.jpg__P07_1.jpg                                        9.2774
S50_2.jpg__S50_1.jpg                                        1.8808
A05_2.jpg__A05_1.jpg                                        6.4970
S19_2.jpg__S19_1.jpg                                        1.9606
P32_2.jpg__P32_1.jpg                                        6.8669
P24_2.jpg__P24_1.jpg                                       10.3509
P17_2.jpg__P17_1.jpg                                       18.6281
P41_2.jpg__P41_1.jpg                                       13.0092
S08_2.jpg__S08_1.jpg                                        1.3636
P04_2.jpg__P04_1.jpg                                       12.6992
A01_2.jpg__A01_1.jpg                                        3.0844
A08_2.jpg__A08_1.jpg                                       21.4035
P35_2.jpg__P35_1.jpg                                       13.5175
S58_2.jpg__S58_1.jpg                                        2.4021
S53_2.jpg__S53_1.jpg                                        3.8582
S47_2.jpg__S47_1.jpg                                        1.9539
S11_2.jpg__S11_1.jpg                                        2.2588
S61_2.jpg__S61_1.jpg                                        0.7509
S21_2.jpg__S21_1.jpg                                        2.5123
S54_2.jpg__S54_1.jpg                                        2.8310
P48_2.jpg__P48_1.jpg                                        9.5290
P39_2.jpg__P39_1.jpg                                        8.1405
A03_2.jpg__A03_1.jpg                                        5.1933
P36_2.jpg__P36_1.jpg                                       13.0449
P18_2.jpg__P18_1.jpg                                       12.9837
P23_2.jpg__P23_1.jpg                                       15.0603
P37_2.jpg__P37_1.jpg                                       23.9930
A06_2.jpg__A06_1.jpg                                        5.8553
S70_2.jpg__S70_1.jpg                                        3.0576
P40_2.jpg__P40_1.jpg                                        7.3715
S29_2.jpg__S29_1.jpg                                        2.2707
P05_2.jpg__P05_1.jpg                                       13.6541
A14_2.jpg__A14_1.jpg                                        5.6790
S41_2.jpg__S41_1.jpg                                        2.2652
S36_2.jpg__S36_1.jpg                                        2.5701
S37_2.jpg__S37_1.jpg                                        2.1523
P19_2.jpg__P19_1.jpg                                        8.0731
A12_2.jpg__A12_1.jpg                                        3.3171
P21_2.jpg__P21_1.jpg                                       10.5244
S43_2.jpg__S43_1.jpg                                        2.1653
S59_2.jpg__S59_1.jpg                                        4.0588
P45_2.jpg__P45_1.jpg                                        8.0120
S04_2.jpg__S04_1.jpg                                        2.3673
S30_2.jpg__S30_1.jpg                                        2.3796
S31_2.jpg__S31_1.jpg                                        3.0953
P06_2.jpg__P06_1.jpg                                        8.1531
S05_2.jpg__S05_1.jpg                                        2.2858
S46_2.jpg__S46_1.jpg                                        3.5632
S39_2.jpg__S39_1.jpg                                        2.9395
-----------------------------------------------------------------
MLE Statistics:
  Average MLE: 6.1026
  Min MLE: 0.7509
  Max MLE: 23.9930
============================================================


============================================================
Runtime Statistics for threshold 0.2:
  Total images processed: 134
  Average time per image: 0.3263s
  Min time per image: 0.2218s
  Max time per image: 0.8262s
  Total matching time: 43.7235s
  Total threshold time: 44.4128s
  Overhead (non-matching): 0.6892s
============================================================


============================================================
Total runtime for method GeoFormer: 44.4165s (0.74 min)
============================================================


>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]
Matching thres: 0.2  Save to: None

>>>>Eval hpatches: task=homography method=GeoFormer_geoformer_noms scale_H=True rthres=15
>>Finished, pairs=134 match_failed=0 matches=4239.7 match_time=0.34s
==== Homography Estimation ====
Hest solver=cv est_failed=0 ransac_thres=15 inlier_rate=0.97

================================================================================
PAIR-WISE MLE STATISTICS (Threshold 0.2):
================================================================================
Category             N       Mean        Std        Min        Max     Median
--------------------------------------------------------------------------------
Overall            134     6.1026     4.8629     0.7509    23.9930     3.4401
S                    0     0.0000     0.0000     0.0000     0.0000     0.0000
A                    0     0.0000     0.0000     0.0000     0.0000     0.0000
P                    0     0.0000     0.0000     0.0000     0.0000     0.0000
================================================================================

================================================================================
LATEX TABLE FORMAT:
================================================================================
GeoFormer  & 6.10\pm4.86 & 0.00\pm0.00 & 0.00\pm0.00 & 0.00\pm0.00 \\
================================================================================


============================================================
Runtime Statistics for threshold 0.2:
  Total images processed: 134
  Average time per image: 0.3411s
  Min time per image: 0.2264s
  Max time per image: 1.2872s
  Total matching time: 45.7122s
  Total threshold time: 47.0410s
  Overhead (non-matching): 1.3288s
============================================================


============================================================
Total runtime for method GeoFormer: 47.0447s (0.78 min)
============================================================


>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]
Matching thres: 0.2  Save to: None

>>>>Eval hpatches: task=homography method=GeoFormer_geoformer_noms scale_H=True rthres=15
>>Finished, pairs=134 match_failed=0 matches=4239.7 match_time=0.33s
==== Homography Estimation ====
Hest solver=cv est_failed=0 ransac_thres=15 inlier_rate=0.97

================================================================================
CATEGORY DISTRIBUTION:
================================================================================
Class S: 0 pairs
Class A: 0 pairs
Class P: 0 pairs
Unknown: 134 pairs
================================================================================


================================================================================
PAIR-WISE MLE STATISTICS (Threshold 0.2):
================================================================================
Category             N       Mean        Std        Min        Max     Median
--------------------------------------------------------------------------------
Overall            134     6.1026     4.8629     0.7509    23.9930     3.4401
S                    0     0.0000     0.0000     0.0000     0.0000     0.0000
A                    0     0.0000     0.0000     0.0000     0.0000     0.0000
P                    0     0.0000     0.0000     0.0000     0.0000     0.0000
================================================================================

WARNING: Some categories have no pairs. Check category detection logic.
Sample ground truth files: ['control_points_S10_1_2.txt', 'control_points_P26_1_2.txt', 'control_points_S67_1_2.txt', 'control_points_S01_1_2.txt', 'control_points_P09_1_2.txt']


============================================================
Runtime Statistics for threshold 0.2:
  Total images processed: 134
  Average time per image: 0.3326s
  Min time per image: 0.2235s
  Max time per image: 0.8297s
  Total matching time: 44.5697s
  Total threshold time: 45.2450s
  Overhead (non-matching): 0.6753s
============================================================


============================================================
Total runtime for method GeoFormer: 45.2486s (0.75 min)
============================================================


>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]
Matching thres: 0.2  Save to: None

>>>>Eval hpatches: task=homography method=GeoFormer_geoformer_noms scale_H=True rthres=15
>>Finished, pairs=134 match_failed=0 matches=4239.7 match_time=0.33s
==== Homography Estimation ====
Hest solver=cv est_failed=0 ransac_thres=15 inlier_rate=0.97

====================================================================================================
DETAILED MLE VALUES FOR EACH IMAGE PAIR
====================================================================================================
Pair ID    GT File                        Category   MLE Distance   
----------------------------------------------------------------------------------------------------
0          control_points_S10_1_2.txt     Unknown    2.675238       
1          control_points_P26_1_2.txt     Unknown    9.853541       
2          control_points_S67_1_2.txt     Unknown    1.594507       
3          control_points_S01_1_2.txt     Unknown    2.842383       
4          control_points_P09_1_2.txt     Unknown    16.081244      
5          control_points_P11_1_2.txt     Unknown    9.743531       
6          control_points_S17_1_2.txt     Unknown    2.302335       
7          control_points_S65_1_2.txt     Unknown    1.720452       
8          control_points_S52_1_2.txt     Unknown    1.141520       
9          control_points_S44_1_2.txt     Unknown    2.742792       
10         control_points_S02_1_2.txt     Unknown    2.514495       
11         control_points_S42_1_2.txt     Unknown    4.486351       
12         control_points_P28_1_2.txt     Unknown    11.662771      
13         control_points_S56_1_2.txt     Unknown    3.926476       
14         control_points_P02_1_2.txt     Unknown    4.398231       
15         control_points_S06_1_2.txt     Unknown    2.391978       
16         control_points_P43_1_2.txt     Unknown    10.448815      
17         control_points_S33_1_2.txt     Unknown    1.593501       
18         control_points_S55_1_2.txt     Unknown    1.733166       
19         control_points_P29_1_2.txt     Unknown    10.167254      
20         control_points_P31_1_2.txt     Unknown    13.920630      
21         control_points_S32_1_2.txt     Unknown    3.232906       
22         control_points_P15_1_2.txt     Unknown    11.672264      
23         control_points_A02_1_2.txt     Unknown    9.387296       
24         control_points_S25_1_2.txt     Unknown    2.170049       
25         control_points_S60_1_2.txt     Unknown    2.380143       
26         control_points_A07_1_2.txt     Unknown    8.176007       
27         control_points_A09_1_2.txt     Unknown    7.484101       
28         control_points_P16_1_2.txt     Unknown    10.118531      
29         control_points_A10_1_2.txt     Unknown    4.042025       
30         control_points_S27_1_2.txt     Unknown    2.437880       
31         control_points_S48_1_2.txt     Unknown    1.936911       
32         control_points_P12_1_2.txt     Unknown    14.254195      
33         control_points_S71_1_2.txt     Unknown    4.855705       
34         control_points_S69_1_2.txt     Unknown    3.076011       
35         control_points_S07_1_2.txt     Unknown    1.142906       
36         control_points_S24_1_2.txt     Unknown    2.378029       
37         control_points_S18_1_2.txt     Unknown    2.337271       
38         control_points_P27_1_2.txt     Unknown    10.725090      
39         control_points_S45_1_2.txt     Unknown    2.936371       
40         control_points_P20_1_2.txt     Unknown    10.775695      
41         control_points_S16_1_2.txt     Unknown    2.479172       
42         control_points_S03_1_2.txt     Unknown    3.811932       
43         control_points_S49_1_2.txt     Unknown    2.411234       
44         control_points_P47_1_2.txt     Unknown    9.893366       
45         control_points_S12_1_2.txt     Unknown    1.740045       
46         control_points_P49_1_2.txt     Unknown    10.563767      
47         control_points_P42_1_2.txt     Unknown    10.383831      
48         control_points_P34_1_2.txt     Unknown    10.981954      
49         control_points_P38_1_2.txt     Unknown    12.846631      
50         control_points_S28_1_2.txt     Unknown    2.739878       
51         control_points_S23_1_2.txt     Unknown    2.540140       
52         control_points_P01_1_2.txt     Unknown    8.552329       
53         control_points_S62_1_2.txt     Unknown    2.648272       
54         control_points_P14_1_2.txt     Unknown    14.720405      
55         control_points_A04_1_2.txt     Unknown    3.714687       
56         control_points_P33_1_2.txt     Unknown    8.378801       
57         control_points_P22_1_2.txt     Unknown    11.868621      
58         control_points_S57_1_2.txt     Unknown    2.290900       
59         control_points_S22_1_2.txt     Unknown    2.101578       
60         control_points_S13_1_2.txt     Unknown    2.627462       
61         control_points_S63_1_2.txt     Unknown    2.795869       
62         control_points_A11_1_2.txt     Unknown    2.664034       
63         control_points_P10_1_2.txt     Unknown    13.871522      
64         control_points_P46_1_2.txt     Unknown    10.224323      
65         control_points_P13_1_2.txt     Unknown    11.296879      
66         control_points_P30_1_2.txt     Unknown    15.943012      
67         control_points_S20_1_2.txt     Unknown    2.234521       
68         control_points_S38_1_2.txt     Unknown    1.723935       
69         control_points_S40_1_2.txt     Unknown    2.844530       
70         control_points_A13_1_2.txt     Unknown    5.695134       
71         control_points_S34_1_2.txt     Unknown    1.785726       
72         control_points_S51_1_2.txt     Unknown    0.981616       
73         control_points_S68_1_2.txt     Unknown    1.318694       
74         control_points_P25_1_2.txt     Unknown    9.166745       
75         control_points_S14_1_2.txt     Unknown    1.771663       
76         control_points_S26_1_2.txt     Unknown    2.074494       
77         control_points_P08_1_2.txt     Unknown    10.262303      
78         control_points_P44_1_2.txt     Unknown    10.321232      
79         control_points_S15_1_2.txt     Unknown    1.861681       
80         control_points_S66_1_2.txt     Unknown    2.694481       
81         control_points_S09_1_2.txt     Unknown    1.521096       
82         control_points_S64_1_2.txt     Unknown    2.409882       
83         control_points_P03_1_2.txt     Unknown    8.859615       
84         control_points_S35_1_2.txt     Unknown    1.813812       
85         control_points_P07_1_2.txt     Unknown    9.277373       
86         control_points_S50_1_2.txt     Unknown    1.880808       
87         control_points_A05_1_2.txt     Unknown    6.497014       
88         control_points_S19_1_2.txt     Unknown    1.960566       
89         control_points_P32_1_2.txt     Unknown    6.866881       
90         control_points_P24_1_2.txt     Unknown    10.350925      
91         control_points_P17_1_2.txt     Unknown    18.628082      
92         control_points_P41_1_2.txt     Unknown    13.009158      
93         control_points_S08_1_2.txt     Unknown    1.363575       
94         control_points_P04_1_2.txt     Unknown    12.699160      
95         control_points_A01_1_2.txt     Unknown    3.084390       
96         control_points_A08_1_2.txt     Unknown    21.403471      
97         control_points_P35_1_2.txt     Unknown    13.517517      
98         control_points_S58_1_2.txt     Unknown    2.402095       
99         control_points_S53_1_2.txt     Unknown    3.858175       
100        control_points_S47_1_2.txt     Unknown    1.953861       
101        control_points_S11_1_2.txt     Unknown    2.258814       
102        control_points_S61_1_2.txt     Unknown    0.750899       
103        control_points_S21_1_2.txt     Unknown    2.512256       
104        control_points_S54_1_2.txt     Unknown    2.830995       
105        control_points_P48_1_2.txt     Unknown    9.529015       
106        control_points_P39_1_2.txt     Unknown    8.140547       
107        control_points_A03_1_2.txt     Unknown    5.193345       
108        control_points_P36_1_2.txt     Unknown    13.044934      
109        control_points_P18_1_2.txt     Unknown    12.983709      
110        control_points_P23_1_2.txt     Unknown    15.060337      
111        control_points_P37_1_2.txt     Unknown    23.992998      
112        control_points_A06_1_2.txt     Unknown    5.855293       
113        control_points_S70_1_2.txt     Unknown    3.057640       
114        control_points_P40_1_2.txt     Unknown    7.371499       
115        control_points_S29_1_2.txt     Unknown    2.270711       
116        control_points_P05_1_2.txt     Unknown    13.654099      
117        control_points_A14_1_2.txt     Unknown    5.678985       
118        control_points_S41_1_2.txt     Unknown    2.265175       
119        control_points_S36_1_2.txt     Unknown    2.570064       
120        control_points_S37_1_2.txt     Unknown    2.152343       
121        control_points_P19_1_2.txt     Unknown    8.073063       
122        control_points_A12_1_2.txt     Unknown    3.317105       
123        control_points_P21_1_2.txt     Unknown    10.524366      
124        control_points_S43_1_2.txt     Unknown    2.165271       
